ELSI Export

National Center for Education Statistics - http://nces.ed.gov/ccd/elsi/

This is a Public School based table with the following filters applied: State(s) (All Years): DISTRICT OF COLUMBIA

School Name,State Name [Public School] Latest available year,School ID (12-digit) - NCES Assigned [Public School] Latest available year,Total Students All Grades (Excludes AE) [Public School] 2024-25,Total Students All Grades (Excludes AE) [Public School] 2023-24,Total Students All Grades (Excludes AE) [Public School] 2022-23,Total Students All Grades (Excludes AE) [Public School] 2021-22,Total Students All Grades (Excludes AE) [Public School] 2020-21,Total Students All Grades (Excludes AE) [Public School] 2019-20,Total Students All Grades (Excludes AE) [Public School] 2018-19,Total Students All Grades (Excludes AE) [Public School] 2017-18,Total Students All Grades (Excludes AE) [Public School] 2014-15,Total Students All Grades (Excludes AE) [Public School] 2010-11,Total Students All Grades (Excludes AE) [Public School] 2006-07,Total Students All Grades (Excludes AE) [Public School] 2002-03,Total Students All Grades (Excludes AE) [Public School] 1998-99,Total Students All Grades (Excludes AE) [Public School] 1994-95,Total Students All Grades (Excludes AE) [Public School] 1990-91,Total Students All Grades (Excludes AE) [Public School] 1986-87,Longitude [Public School] 2024-25,Longitude [Public School] 2023-24,Longitude [Public School] 2022-23,Longitude [Public School] 2021-22,Longitude [Public School] 2020-21,Longitude [Public School] 2019-20,Longitude [Public School] 2018-19,Longitude [Public School] 2017-18,Longitude [Public School] 2014-15,Longitude [Public School] 2010-11,Longitude [Public School] 2006-07,Longitude [Public School] 2002-03,Latitude [Public School] 2024-25,Latitude [Public School] 2023-24,Latitude [Public School] 2022-23,Latitude [Public School] 2021-22,Latitude [Public School] 2020-21,Latitude [Public School] 2019-20,Latitude [Public School] 2018-19,Latitude [Public School] 2017-18,Latitude [Public School] 2014-15,Latitude [Public School] 2010-11,Latitude [Public School] 2006-07,Latitude [Public School] 2002-03,Free Lunch Eligible [Public School] 2024-25,Free Lunch Eligible [Public School] 2023-24,Free Lunch Eligible [Public School] 2022-23,Free Lunch Eligible [Public School] 2021-22,Free Lunch Eligible [Public School] 2020-21,Free Lunch Eligible [Public School] 2019-20,Free Lunch Eligible [Public School] 2018-19,Free Lunch Eligible [Public School] 2017-18,Free Lunch Eligible [Public School] 2014-15,Free Lunch Eligible [Public School] 2010-11,Free Lunch Eligible [Public School] 2006-07,Free Lunch Eligible [Public School] 2002-03,Free Lunch Eligible [Public School] 1998-99,Free Lunch Eligible [Public School] 1994-95,Free Lunch Eligible [Public School] 1990-91
MUNDO VERDE BILINGUAL PCS - J.F. COOK,District of Columbia,110008600444,563,530,537,571,595,606,594,578,404,†,†,†,†,†,†,†,-77.010471,-77.010471,-77.010471,-77.010471,-77.010471,-77.010471,-77.010471,-77.010471,-77.036481,0.000000,†,†,38.909371,38.909371,38.909371,38.909371,38.909371,38.909371,38.909371,38.909371,38.931326,0.000000,†,†,–,–,–,–,–,–,–,–,113,†,†,†,†,†,†
MURCH ES,District of Columbia,110003000001,658,636,651,601,597,623,601,573,620,510,478,484,488,502,472,358,-77.070503,-77.070503,-77.070503,-77.070503,-77.070503,-77.070503,-77.070503,-77.066979,-77.070503,-77.069899,-77.070750,-77.070745,38.952715,38.952715,38.952715,38.952715,38.952715,38.952715,38.952715,38.943800,38.952715,38.952253,38.952700,38.952701,–,–,–,–,–,–,–,–,617,57,62,61,–,36,17
NALLE ES,District of Columbia,110003000163,287,307,285,295,313,347,370,387,384,327,383,395,442,385,419,453,-76.930876,-76.930876,-76.930876,-76.930876,-76.930876,-76.930876,-76.930876,-76.930876,-76.930876,-76.929986,-76.930530,-76.930529,38.885988,38.885988,38.885988,38.885988,38.885988,38.885988,38.885988,38.885988,38.885988,38.892838,38.886410,38.886414,–,–,–,–,–,–,–,–,384,302,291,259,–,321,159
NATIONAL COLLEGIATE PREPARATORY PCHS,District of Columbia,110007900424,†,†,†,†,†,114,252,277,306,167,†,†,†,†,†,†,†,†,†,†,†,-77.003023,-77.003023,-77.003023,-77.002125,-76.992635,†,†,†,†,†,†,†,38.823755,38.823755,38.823755,38.823814,38.833978,†,†,†,†,†,†,†,–,–,–,306,117,†,†,†,†,†
NEW BEGINNINGS FORMERLY OAK HILL,District of Columbia,110007800213,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,-76.778325,†,†,†,†,†,†,†,†,†,†,†,39.106478,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†
NEW SCHOOL FOR ENTERPRISE AND DEV PCS             ,District of Columbia,110003800256,†,†,†,†,†,†,†,†,†,†,†,356,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,-77.005056,†,†,†,†,†,†,†,†,†,†,†,38.915473,†,†,†,†,†,†,†,†,†,†,†,319,†,†,†
NIA COMMUNITY PCS,District of Columbia,110007000332,†,†,†,†,†,†,†,†,†,202,122,†,†,†,†,†,†,†,†,†,†,†,†,†,†,-77.008391,-77.008430,†,†,†,†,†,†,†,†,†,†,38.833815,38.833710,†,†,†,†,†,†,†,†,†,†,168,–,†,†,†,†
NICHOLS AVENUE ELEMENTARY SCH,District of Columbia,110003000162,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,140,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†
NOYES ES,District of Columbia,110003000164,293,288,241,256,213,228,224,195,289,412,294,202,355,330,341,398,-76.991839,-76.991839,-76.991839,-76.991839,-76.991839,-76.991839,-76.991839,-76.991839,-76.991839,-76.992415,-76.992310,-76.992308,38.925162,38.925162,38.925162,38.925162,38.925162,38.925162,38.925162,38.925162,38.925162,38.924859,38.924400,38.924399,–,–,–,–,–,–,–,–,289,324,218,144,–,259,137
OAKHILL                                           ,District of Columbia,110003000213,†,†,†,†,†,†,†,†,†,†,69,152,161,†,†,†,†,†,†,†,†,†,†,†,†,†,-76.780510,-76.780510,†,†,†,†,†,†,†,†,†,†,39.108580,39.108582,†,†,†,†,†,†,†,†,†,†,–,–,–,†,†
OPTIONS PCS,District of Columbia,110001800232,†,†,†,†,†,†,†,†,268,373,218,147,†,†,†,†,†,†,†,†,†,†,†,†,-76.986256,-76.986557,-77.002160,-77.002155,†,†,†,†,†,†,†,†,38.895795,38.896092,38.900230,38.900229,†,†,†,†,†,†,†,†,268,221,155,114,†,†,†
OYSTER-ADAMS BILINGUAL SCHOOL,District of Columbia,110003000160,791,781,767,740,737,731,706,677,650,662,428,395,301,307,310,303,-77.057264,-77.057264,-77.057264,-77.057264,-77.057264,-77.057264,-77.057264,-77.057264,-77.057081,-77.044010,-77.057070,-77.057072,38.923549,38.923549,38.923549,38.923549,38.923549,38.923549,38.923549,38.923549,38.923620,38.917145,38.923310,38.923313,–,–,–,–,–,–,–,–,647,228,63,33,–,95,89
PACE SPECIAL EDUCATION,District of Columbia,110003000202,†,†,†,†,†,†,†,†,†,†,†,†,58,86,74,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,–,78,0
PARK VIEW ES,District of Columbia,110003000159,†,†,†,†,†,†,†,†,†,†,195,366,528,526,504,506,†,†,†,†,†,†,†,†,†,†,-77.020910,-77.020905,†,†,†,†,†,†,†,†,†,†,38.933940,38.933938,†,†,†,†,†,†,†,†,†,†,145,236,–,426,89
PATTERSON ES,District of Columbia,110003000158,238,253,273,278,313,394,386,374,380,370,346,324,401,423,418,485,-77.008202,-77.008202,-77.008202,-77.008202,-77.008202,-77.008202,-77.008202,-77.008202,-77.008202,-77.008776,-77.008590,-77.008588,38.826796,38.826796,38.826796,38.826796,38.826796,38.826796,38.826796,38.826796,38.826796,38.826087,38.827760,38.827762,–,–,–,–,–,–,–,–,380,318,237,245,–,366,328
PAUL JUNIOR HIGH SCHOOL,District of Columbia,110003000091,†,†,†,†,†,†,†,†,†,†,†,†,728,731,521,553,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,–,372,112
PAUL PCS - INTERNATIONAL HS,District of Columbia,110003900477,439,438,419,423,383,427,466,480,325,†,†,†,†,†,†,†,-77.025057,-77.025057,-77.025057,-77.025057,-77.025057,-77.025057,-77.025057,-77.025057,-76.995301,†,†,†,38.961383,38.961383,38.961383,38.961383,38.961383,38.961383,38.961383,38.961383,38.958200,†,†,†,–,–,–,–,–,–,–,–,125,†,†,†,†,†,†
PAUL PCS - MS,District of Columbia,110003900257,328,313,275,309,333,320,262,228,376,559,616,586,†,†,†,†,-77.025057,-77.025057,-77.025057,-77.025057,-77.025057,-77.025057,-77.025057,-77.025057,-76.995301,-76.995059,-77.024320,-77.024315,38.961383,38.961383,38.961383,38.961383,38.961383,38.961383,38.961383,38.961383,38.958200,38.958116,38.960350,38.960351,–,–,–,–,–,–,–,–,160,263,224,292,†,†,†
PAYNE ES,District of Columbia,110003000157,398,376,317,292,319,321,346,315,277,245,240,274,366,420,431,240,-76.984729,-76.984729,-76.984729,-76.984729,-76.984729,-76.984729,-76.984729,-76.984729,-76.984551,-76.983702,-76.982930,-76.982927,38.885093,38.885093,38.885093,38.885093,38.885093,38.885093,38.885093,38.885093,38.884500,38.885269,38.894050,38.894049,–,–,–,–,–,–,–,–,277,178,166,188,–,331,163
PEABODY ES (CAPITOL HILL CLUSTER),District of Columbia,110003000156,209,215,210,210,218,222,226,227,227,233,148,141,128,200,263,238,-76.999863,-76.999863,-76.999863,-76.999863,-76.999863,-76.999863,-76.999863,-76.999863,-76.999863,-77.000228,-77.000310,-77.000312,38.892854,38.892854,38.892854,38.892854,38.892854,38.892854,38.892854,38.892854,38.892854,38.893001,38.893000,38.892997,–,–,–,–,–,–,–,–,224,–,46,35,–,67,49
PENN CENTER,District of Columbia,110003000015,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†
PERRY STREET PREPARATORY PCS,District of Columbia,110001100225,437,455,451,447,446,402,367,351,619,749,0,547,†,†,†,†,-76.978912,-76.978912,-76.978912,-76.978912,-76.978912,-76.978912,-76.978912,-76.978912,-76.979710,-77.005314,-77.005060,-77.005056,38.936912,38.936912,38.936912,38.936912,38.936912,38.936912,38.936912,38.936912,38.936139,38.915573,38.915470,38.915473,–,–,–,–,–,–,–,–,444,488,†,275,†,†,†
PETWORTH ELEMENTARY SCHOOL,District of Columbia,110003000127,†,†,†,†,†,†,†,†,†,†,†,†,†,250,188,198,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,212,104
PHELPS ARCHITECTURE CONSTRUCTION AND ENGINEERING HS,District of Columbia,110003000407,350,310,317,320,276,257,265,260,323,301,†,†,†,†,†,†,-76.971932,-76.971932,-76.971932,-76.971932,-76.971932,-76.971932,-76.971932,-76.971932,-76.970247,-76.970419,†,†,38.901818,38.901818,38.901818,38.901818,38.901818,38.901818,38.901818,38.901818,38.898801,38.898100,†,†,–,–,–,–,–,–,–,–,323,174,†,†,†,†,†
PHELPS CAREER DIVERSION PROGRA,District of Columbia,110003000040,†,†,†,†,†,†,†,†,†,†,†,†,†,37,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,0,†
PHELPS CAREER HIGH SCHOOL                         ,District of Columbia,110003000014,†,†,†,†,†,†,†,†,†,†,†,†,403,368,523,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,–,144,86
PLUMMER ES,District of Columbia,110003000126,233,224,203,239,253,287,331,375,428,222,301,357,411,477,371,332,-76.939740,-76.939740,-76.939740,-76.939740,-76.939740,-76.939740,-76.939740,-76.939740,-76.939740,-76.940405,-76.940440,-76.940437,38.887051,38.887051,38.887051,38.887051,38.887051,38.887051,38.887051,38.887051,38.887051,38.887275,38.886550,38.886548,–,–,–,–,–,–,–,–,428,186,243,301,–,451,156
POTOMAC PREPARATORY PCS,District of Columbia,110006000310,†,†,†,†,†,†,†,†,425,235,107,†,†,†,†,†,†,†,†,†,†,†,†,†,-76.994481,-76.982443,-76.982000,†,†,†,†,†,†,†,†,†,38.943030,38.940726,38.940800,†,†,†,†,†,†,†,†,†,425,187,47,†,†,†,†
POWELL ES,District of Columbia,110003000125,514,497,484,492,517,529,535,548,446,286,278,322,310,294,277,245,-77.031373,-77.031373,-77.031373,-77.031373,-77.031373,-77.031373,-77.031373,-77.031373,-77.031373,-77.031687,-77.032310,-77.032310,38.941588,38.941588,38.941588,38.941588,38.941588,38.941588,38.941588,38.941588,38.941588,38.941847,38.941780,38.941777,–,–,–,–,–,–,–,–,446,247,225,262,–,272,221
PRE K INCENTIVE PROGRAM,District of Columbia,110003000297,†,†,†,†,†,†,†,†,†,†,419,†,†,†,†,†,†,†,†,†,†,†,†,-77.031714,†,†,-77.031800,†,†,†,†,†,†,†,†,38.898900,†,†,38.898900,†,†,†,†,†,†,†,†,†,†,†,0,†,†,†,†
PRE-ENGINEERING SWSC DUNBAR                       ,District of Columbia,110003000211,†,†,†,†,†,†,†,†,†,†,113,147,181,†,†,†,†,†,†,†,†,†,†,†,†,†,-77.015340,-77.015335,†,†,†,†,†,†,†,†,†,†,38.907280,38.907283,†,†,†,†,†,†,†,†,†,†,–,50,–,†,†
PROSPECT LC,District of Columbia,110003000092,†,†,†,†,†,†,†,†,†,86,135,103,142,73,56,67,†,†,†,†,†,†,†,†,†,-76.993177,-76.993530,-76.993528,†,†,†,†,†,†,†,†,†,38.897306,38.897430,38.897426,†,†,†,†,†,†,†,†,†,0,99,81,–,37,33
RABAUT JUNIOR HIGH SCHOOL,District of Columbia,110003000009,†,†,†,†,†,†,†,†,†,†,†,†,†,†,354,674,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,113
RANDLE HIGHLANDS ES,District of Columbia,110003000029,301,300,269,280,318,346,329,325,360,401,436,479,423,452,474,485,-76.964391,-76.964391,-76.964391,-76.964391,-76.964391,-76.964391,-76.964391,-76.964391,-76.964391,-76.964712,-76.964660,-76.964660,38.870207,38.870207,38.870207,38.870207,38.870207,38.870207,38.870207,38.870207,38.870207,38.870080,38.870100,38.870095,–,–,–,–,–,–,–,–,360,268,253,310,–,315,90
RAYMOND ES,District of Columbia,110003000033,439,400,358,369,451,517,558,589,581,399,237,491,606,715,707,571,-77.026300,-77.026300,-77.026675,-77.026675,-77.026101,-77.026101,-77.026101,-77.026101,-77.026101,-77.026472,-77.026040,-77.026042,38.935789,38.935789,38.923024,38.923024,38.935711,38.935711,38.935711,38.935711,38.935711,38.935411,38.935410,38.935409,–,–,–,–,–,–,–,–,581,0,165,342,–,667,136
RESIDENTIAL SCHOOLS,District of Columbia,110003000265,†,†,†,†,†,†,†,†,†,†,209,349,†,†,†,†,†,†,†,†,†,†,†,-77.006351,-77.006351,-77.009004,-77.008950,-77.008948,†,†,†,†,†,†,†,38.906070,38.906070,38.901005,38.900480,38.900484,†,†,†,†,†,†,†,†,0,†,–,–,†,†,†
RICHARD WRIGHT PCS FOR JOURNALISM AND MEDIA ARTS,District of Columbia,110008200441,300,309,300,296,299,303,299,282,305,†,†,†,†,†,†,†,-77.018811,-77.018811,-77.018811,-77.018811,-77.018811,-76.995571,-76.995571,-76.995571,-76.995571,0.000000,†,†,38.884230,38.884230,38.884230,38.884230,38.884230,38.877000,38.877000,38.877000,38.877000,0.000000,†,†,–,–,–,–,–,–,–,–,305,†,†,†,†,†,†
RICHARDSON ELEMENTARY SCHOOL,District of Columbia,110003000031,†,†,†,†,†,†,†,†,†,†,†,†,†,333,324,297,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,278,235
RIVER TERRACE EDUCATION CAMPUS,DISTRICT OF COLUMBIA,110003000506,125,120,116,115,130,128,131,137,†,†,†,†,†,†,†,†,-76.958009,-76.958009,-76.958009,-76.958009,-76.958009,-76.958009,-76.958009,-76.958009,†,†,†,†,38.895331,38.895331,38.895331,38.895331,38.895331,38.895331,38.895331,38.895331,†,†,†,†,–,–,–,–,–,–,–,–,†,†,†,†,†,†,†
RIVER TERRACE ES,District of Columbia,110003000028,†,†,†,†,†,†,†,†,†,142,232,264,234,213,267,293,†,†,†,†,†,†,†,†,†,-76.957546,-76.957620,-76.957619,†,†,†,†,†,†,†,†,†,38.895751,38.894950,38.894947,†,†,†,†,†,†,†,†,†,133,181,158,–,156,111
ROBESON PAUL                                     ,District of Columbia,110003000197,†,†,†,†,†,†,†,†,†,†,0,24,23,24,28,†,†,†,†,†,†,†,†,†,†,†,-77.027320,-77.027315,†,†,†,†,†,†,†,†,†,†,38.935670,38.935665,†,†,†,†,†,†,†,†,†,†,†,–,–,0,0
ROCKETSHIP PCS - INFINITY COMMUNITY PREP,DISTRICT OF COLUMBIA,110010600534,321,341,306,235,160,†,†,†,†,†,†,†,†,†,†,†,-77.002733,-77.002733,-77.002733,-77.002733,-77.002733,†,†,†,†,†,†,†,38.954964,38.954964,38.954964,38.954964,38.954964,†,†,†,†,†,†,†,–,–,–,–,–,†,†,†,†,†,†,†,†,†,†
ROCKETSHIP PCS - LEGACY PREP,DISTRICT OF COLUMBIA,110010600514,530,609,658,660,679,596,467,†,†,†,†,†,†,†,†,†,-76.940431,-76.940431,-76.940431,-76.940431,-76.940431,-76.940431,-76.940431,†,†,†,†,†,38.870010,38.870010,38.870010,38.870010,38.870010,38.870010,38.870010,†,†,†,†,†,–,–,–,–,–,–,–,†,†,†,†,†,†,†,†
ROCKETSHIP PCS - RISE ACADEMY,DISTRICT OF COLUMBIA,110010600509,346,428,529,662,685,710,618,527,†,†,†,†,†,†,†,†,-76.974285,-76.974285,-76.974285,-76.974285,-76.974285,-76.974285,-76.974285,-76.974285,†,†,†,†,38.855572,38.855572,38.855572,38.855572,38.855572,38.855572,38.855572,38.855572,†,†,†,†,–,–,–,–,–,–,–,–,†,†,†,†,†,†,†
RON BROWN COLLEGE PREPARATORY HS,DISTRICT OF COLUMBIA,110003000512,196,161,169,201,216,252,261,209,†,†,†,†,†,†,†,†,-76.932456,-76.932456,-76.932456,-76.932456,-76.932456,-76.932456,-76.932456,-76.932456,†,†,†,†,38.906550,38.906550,38.906550,38.906550,38.906550,38.906550,38.906550,38.906550,†,†,†,†,–,–,–,–,–,–,–,–,†,†,†,†,†,†,†
RON BROWN MS,District of Columbia,110003000021,†,†,†,†,†,†,†,†,†,196,292,496,553,606,349,396,†,†,†,†,†,†,†,†,†,-76.933684,-76.933730,-76.933726,†,†,†,†,†,†,†,†,†,38.906126,38.906160,38.906162,†,†,†,†,†,†,†,†,†,188,237,358,–,383,177
ROOSEVELT HS,District of Columbia,110003000008,943,908,913,797,752,768,645,698,476,622,731,821,753,1109,912,1337,-77.029177,-77.029177,-77.029177,-77.029177,-77.029177,-77.029177,-77.029177,-77.029177,-77.027437,-77.029700,-77.029590,-77.029588,38.942971,38.942971,38.942971,38.942971,38.942971,38.942971,38.942971,38.942971,38.944028,38.943048,38.942480,38.942480,–,–,–,–,–,–,–,–,476,403,356,349,–,449,85
ROOTS PCS,District of Columbia,110002000234,80,80,89,101,117,120,109,118,95,102,106,57,†,†,†,†,-77.010282,-77.010282,-77.010282,-77.010282,-77.010282,-77.010282,-77.010282,-77.010282,-77.010514,-77.010206,-77.009190,-77.009192,38.956804,38.956804,38.956804,38.956804,38.956804,38.956804,38.956804,38.956804,38.956822,38.956577,38.956680,38.956678,–,–,–,–,–,–,–,–,65,65,31,0,†,†,†
ROOTS PCS NORTH CAPITOL STREET CAMPUS,District of Columbia,110002000436,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,-77.009191,†,†,†,†,†,†,†,†,†,†,†,38.897703,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†
ROSE SCHOOL                                       ,District of Columbia,110003000195,†,†,†,†,†,†,†,†,†,†,0,26,27,21,30,82,†,†,†,†,†,†,†,†,†,†,-77.074360,-77.074358,†,†,†,†,†,†,†,†,†,†,38.952620,38.952617,†,†,†,†,†,†,†,†,†,†,†,–,–,0,0
ROSS ES,District of Columbia,110003000027,171,182,171,162,176,177,190,174,166,153,170,168,184,217,198,203,-77.039673,-77.039673,-77.039673,-77.039673,-77.039673,-77.039673,-77.039673,-77.039673,-77.039673,-77.039504,-77.039840,-77.039841,38.912375,38.912375,38.912375,38.912375,38.912375,38.912375,38.912375,38.912375,38.912375,38.912609,38.912520,38.912521,–,–,–,–,–,–,–,–,163,150,70,104,–,177,143
RUDOLPH ES,District of Columbia,110003000026,†,†,†,†,†,†,†,†,†,†,298,538,514,544,482,471,†,†,†,†,†,†,†,†,†,†,-77.013630,-77.013627,†,†,†,†,†,†,†,†,†,†,38.953350,38.953345,†,†,†,†,†,†,†,†,†,†,249,338,–,293,142
SASHA BRUCE PUBLIC CHARTER SCHOOL                 ,District of Columbia,110003300248,†,†,†,†,†,†,†,†,†,†,†,88,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,-76.995091,†,†,†,†,†,†,†,†,†,†,†,38.880824,†,†,†,†,†,†,†,†,†,†,†,49,†,†,†
SAVOY ES,District of Columbia,110003000025,233,199,238,249,264,265,271,267,408,367,336,385,424,455,405,407,-76.993812,-76.993812,-76.993812,-76.993812,-76.993812,-76.993812,-76.993812,-76.993812,-76.993711,-76.993920,-76.992900,-76.992902,38.862800,38.862800,38.862800,38.862800,38.862800,38.862800,38.862800,38.862800,38.862720,38.861321,38.863440,38.863437,–,–,–,–,–,–,–,–,408,354,269,252,–,378,15
SCHOOL FOR ARTS IN LEARNING MIDDLE SCHOOL PCS,District of Columbia,110002100347,†,†,†,†,†,†,†,†,†,†,0,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,-77.040010,†,†,†,†,†,†,†,†,†,†,†,38.900360,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†
SCHOOL FOR ARTS IN LEARNING PCS SAIL,District of Columbia,110002100235,†,†,†,†,†,†,†,†,†,145,0,112,†,†,†,†,†,†,†,†,†,†,†,†,†,-77.036541,-77.036650,-77.036651,†,†,†,†,†,†,†,†,†,38.903890,38.903750,38.903752,†,†,†,†,†,†,†,†,†,98,†,84,†,†,†
SCHOOL WINTHIN SCHOOL AT PEABODY,District of Columbia,110003000320,†,†,†,†,†,†,†,†,†,†,87,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,-77.000030,†,†,†,†,†,†,†,†,†,†,†,38.893020,†,†,†,†,†,†,†,†,†,†,†,–,†,†,†,†
SCHOOL WITHOUT WALLS HS,District of Columbia,110003000131,606,599,602,597,600,591,592,592,590,456,361,326,326,272,222,273,-77.047917,-77.047917,-77.047917,-77.047917,-77.047917,-77.047917,-77.047917,-77.047917,-77.048145,-77.048007,-77.047330,-77.046944,38.898083,38.898083,38.898083,38.898083,38.898083,38.898083,38.898083,38.898083,38.898083,38.898298,38.898230,38.898021,–,–,–,–,–,–,–,–,587,77,–,29,–,8,9
SCHOOL-WITHIN-SCHOOL AT GODING,District of Columbia,110003000466,325,325,326,321,315,317,313,308,248,†,†,†,†,†,†,†,-76.993189,-76.993189,-77.024785,-76.972890,-76.971932,-76.993191,-76.993191,-76.993191,-76.993191,†,†,†,38.897617,38.897617,38.897269,38.900904,38.901818,38.897610,38.897610,38.897610,38.897610,†,†,†,–,–,–,–,–,–,–,–,245,†,†,†,†,†,†
SE ACADEMY OF SCHOLASTIC EXCELLENCE PCS           ,District of Columbia,110002300237,†,†,†,†,†,†,†,†,†,†,†,670,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,-76.996762,†,†,†,†,†,†,†,†,†,†,†,38.847973,†,†,†,†,†,†,†,†,†,†,†,554,†,†,†
SEATON ES,District of Columbia,110003000024,390,377,353,349,367,393,390,371,295,279,355,441,451,386,414,362,-77.024886,-77.024886,-77.024886,-77.024886,-77.024886,-77.024886,-77.024886,-77.024886,-77.024886,-77.026007,-77.025880,-77.025876,38.910472,38.910472,38.910472,38.910472,38.910472,38.910472,38.910472,38.910472,38.910472,38.910832,38.909750,38.909748,–,–,–,–,–,–,–,–,295,212,292,327,–,249,293
SELA PCS,District of Columbia,110008800461,302,285,280,263,260,233,229,202,86,†,†,†,†,†,†,†,-77.007391,-77.007391,-77.007391,-77.007391,-77.007391,-77.007391,-77.007391,-77.007391,-77.032703,†,†,†,38.963862,38.963862,38.963862,38.963862,38.963862,38.963862,38.963862,38.963862,38.930574,†,†,†,–,–,–,–,–,–,–,–,37,†,†,†,†,†,†
SENATE PAGE,District of Columbia,110003000083,†,†,†,†,†,†,†,†,†,†,†,†,†,33,35,27,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,0,0
SEPTIMA CLARK PCS,District of Columbia,110006600318,†,†,†,†,†,†,†,†,†,225,37,†,†,†,†,†,†,†,†,†,†,†,†,†,†,-76.934932,-76.935250,†,†,†,†,†,†,†,†,†,†,38.880710,38.880480,†,†,†,†,†,†,†,†,†,†,210,–,†,†,†,†
SHADD ELEMENTARY SCHOOL                           ,District of Columbia,110003000023,†,†,†,†,†,†,†,†,†,†,†,191,491,498,595,550,†,†,†,†,†,†,†,†,†,†,†,-76.920679,†,†,†,†,†,†,†,†,†,†,†,38.889661,†,†,†,†,†,†,†,†,†,†,†,172,–,458,171
SHAED ES,District of Columbia,110003000022,†,†,†,†,†,†,†,†,†,163,233,370,334,452,468,495,†,†,†,†,†,†,†,†,†,-77.002007,-77.002000,-77.002000,†,†,†,†,†,†,†,†,†,38.923394,38.923350,38.923349,†,†,†,†,†,†,†,†,†,0,178,239,–,351,171
SHARPE HEALTH SCHOOL,District of Columbia,110003000089,†,†,†,†,†,†,†,†,60,98,138,222,176,240,286,293,†,†,†,†,†,†,†,†,-77.030494,-77.029699,-77.031130,-77.031132,†,†,†,†,†,†,†,†,38.943463,38.943564,38.943470,38.943466,†,†,†,†,†,†,†,†,60,76,93,68,–,228,212
SHAW MS AT GARNET PATTERSON,District of Columbia,110003000020,†,†,†,†,†,†,†,†,†,186,345,534,693,902,1040,1225,†,†,†,†,†,†,†,†,†,-77.025928,-77.024780,-77.024782,†,†,†,†,†,†,†,†,†,38.917043,38.911430,38.911430,†,†,†,†,†,†,†,†,†,167,206,317,–,711,542
SHEPHERD ES,District of Columbia,110003000030,394,363,350,367,372,371,379,364,318,352,328,354,335,437,363,397,-77.034048,-77.034048,-77.034048,-77.034048,-77.034048,-77.034048,-77.034048,-77.034048,-77.034048,-77.033445,-77.034870,-77.034874,38.984623,38.984623,38.984623,38.984623,38.984623,38.984623,38.984623,38.984623,38.984623,38.984121,38.984900,38.984903,–,–,–,–,–,–,–,–,315,349,62,66,–,78,14
SHINING STARS MONTESSORI ACADEMY PCS,District of Columbia,110008100442,199,215,262,245,288,295,285,274,118,†,†,†,†,†,†,†,-76.988703,-76.988703,-76.988703,-76.988703,-76.988703,-76.988703,-76.988703,-76.988703,-77.030621,0.000000,†,†,38.938528,38.938528,38.938528,38.938528,38.938528,38.938528,38.938528,38.938528,38.919920,0.000000,†,†,–,–,–,–,–,–,–,–,30,†,†,†,†,†,†
